geoid,name,year,race_group,tenure,estimate,moe,cv,reliability,rate_reliability,total_hh,owner_rate
51760,"Richmond city, Virginia",2024,Another race,Total,3886,474.0738339119762,7.416129194379891,High,Medium,3886,0.2025218733916624
region4,Richmond region (4 primary localities),2014,"White, non-Hispanic",Owner,167946,1437.5225215627058,0.5203302688306948,High,High,226061,0.7429233702407757
region4,Richmond region (4 primary localities),2014,"White, non-Hispanic",Renter,58115,1440.074303638531,1.5063668736038058,High,High,226061,0.7429233702407757
region4,Richmond region (4 primary localities),2014,"White, non-Hispanic",Total,226061,1507.9598801029158,0.40550689249042315,High,High,226061,0.7429233702407757
region4,Richmond region (4 primary localities),2014,Black,Owner,50452,1085.1714150308237,1.3075372071498863,High,High,102861,0.4904871622869698
region4,Richmond region (4 primary localities),2014,Black,Renter,52409,1306.427954385545,1.5153525678529367,High,High,102861,0.4904871622869698
region4,Richmond region (4 primary localities),2014,Black,Total,102861,1154.956709145412,0.682572931378792,High,High,102861,0.4904871622869698
region4,Richmond region (4 primary localities),2014,Hispanic or Latino,Owner,6363,442.75162337364725,4.229921782547443,High,High,15099,0.42141863699582754
region4,Richmond region (4 primary localities),2014,Hispanic or Latino,Renter,8736,528.5972001439281,3.678293085829577,High,High,15099,0.42141863699582754
region4,Richmond region (4 primary localities),2014,Hispanic or Latino,Total,15099,520.1634358545399,2.09423654278737,High,High,15099,0.42141863699582754
region4,Richmond region (4 primary localities),2014,Asian,Owner,6673,407.345062569807,3.7108673438331485,High,High,11669,0.5718570571599966
region4,Richmond region (4 primary localities),2014,Asian,Renter,4996,366.51602966309673,4.4596896929470224,High,High,11669,0.5718570571599966
region4,Richmond region (4 primary localities),2014,Asian,Total,11669,419.51162081639643,2.185468008350895,High,High,11669,0.5718570571599966
region4,Richmond region (4 primary localities),2014,Multiracial,Owner,2656,339.26096150308837,7.764972385814269,High,High,6310,0.420919175911252
region4,Richmond region (4 primary localities),2014,Multiracial,Renter,3654,445.66018444550326,7.414286952808569,High,High,6310,0.420919175911252
region4,Richmond region (4 primary localities),2014,Multiracial,Total,6310,556.8644359267344,5.364808461762671,High,High,6310,0.420919175911252
region4,Richmond region (4 primary localities),2014,Another race,Owner,2290,333.93262793563616,8.864565852208921,High,High,4917,0.46573113687207646
region4,Richmond region (4 primary localities),2014,Another race,Renter,2627,366.8882663700217,8.490003074687843,High,High,4917,0.46573113687207646
region4,Richmond region (4 primary localities),2014,Another race,Total,4917,477.1928331398115,5.899671113614406,High,High,4917,0.46573113687207646
region4,Richmond region (4 primary localities),2019,"White, non-Hispanic",Owner,174050,1369.3027422743298,0.4782550317963447,High,High,235103,0.7403138199002139
region4,Richmond region (4 primary localities),2019,"White, non-Hispanic",Renter,61053,1465.7690814040252,1.459461507687028,High,High,235103,0.7403138199002139
region4,Richmond region (4 primary localities),2019,"White, non-Hispanic",Total,235103,1352.1272129500242,0.34961775544359786,High,High,235103,0.7403138199002139
region4,Richmond region (4 primary localities),2019,Black,Owner,51071,1105.7282667997595,1.316158364191313,High,High,107332,0.4758226810270935
region4,Richmond region (4 primary localities),2019,Black,Renter,56261,1437.4630430031932,1.5531855390259035,High,High,107332,0.4758226810270935
region4,Richmond region (4 primary localities),2019,Black,Total,107332,1273.366404457099,0.7212042267381706,High,High,107332,0.4758226810270935
region4,Richmond region (4 primary localities),2019,Hispanic or Latino,Owner,7464,508.8428048032123,4.144251514081876,High,High,17243,0.43287131009685087
region4,Richmond region (4 primary localities),2019,Hispanic or Latino,Renter,9779,549.096530675618,3.4134091735911865,High,High,17243,0.43287131009685087
region4,Richmond region (4 primary localities),2019,Hispanic or Latino,Total,17243,613.7450610799243,2.1637609555665662,High,High,17243,0.43287131009685087
region4,Richmond region (4 primary localities),2019,Asian,Owner,9560,440.0522696225984,2.7982110721127693,High,High,15340,0.6232073011734028
region4,Richmond region (4 primary localities),2019,Asian,Renter,5780,503.12225154528795,5.291511990253446,High,High,15340,0.6232073011734028
region4,Richmond region (4 primary localities),2019,Asian,Total,15340,550.4234733366665,2.18125120703434,High,High,15340,0.6232073011734028
region4,Richmond region (4 primary localities),2019,Multiracial,Owner,3744,416.94723886842087,6.769854890311564,High,High,7648,0.4895397489539749
region4,Richmond region (4 primary localities),2019,Multiracial,Renter,3904,496.88731116823664,7.737170997063826,High,High,7648,0.4895397489539749
region4,Richmond region (4 primary localities),2019,Multiracial,Total,7648,664.2062932553409,5.279456363070394,High,High,7648,0.4895397489539749
region4,Richmond region (4 primary localities),2019,Another race,Owner,2643,354.80276210875246,8.160634493793951,High,High,6552,0.4033882783882784
region4,Richmond region (4 primary localities),2019,Another race,Renter,3909,472.72613636227055,7.351535212750726,High,High,6552,0.4033882783882784
region4,Richmond region (4 primary localities),2019,Another race,Total,6552,617.6649577238456,5.730772549775707,High,High,6552,0.4033882783882784
region4,Richmond region (4 primary localities),2024,"White, non-Hispanic",Owner,183994,1869.2685735335092,0.6175926820177166,High,High,246502,0.746419907343551
region4,Richmond region (4 primary localities),2024,"White, non-Hispanic",Renter,62508,1692.8986975008281,1.646377662444207,High,High,246502,0.746419907343551
region4,Richmond region (4 primary localities),2024,"White, non-Hispanic",Total,246502,1646.1160347922014,0.40595144891447615,High,High,246502,0.746419907343551
region4,Richmond region (4 primary localities),2024,Black,Owner,58495,1548.567725351397,1.6093316632953554,High,High,117413,0.4981986662464974
region4,Richmond region (4 primary localities),2024,Black,Renter,58918,1791.1864782875066,1.848106113671875,High,High,117413,0.4981986662464974
region4,Richmond region (4 primary localities),2024,Black,Total,117413,1564.1464125841928,0.8098327127574497,High,High,117413,0.4981986662464974
region4,Richmond region (4 primary localities),2024,Hispanic or Latino,Owner,13265,842.2766766330408,3.8599494596724973,High,High,27491,0.48252155250809353
region4,Richmond region (4 primary localities),2024,Hispanic or Latino,Renter,14226,901.1376143519923,3.8507241732227615,High,High,27491,0.48252155250809353
region4,Richmond region (4 primary localities),2024,Hispanic or Latino,Total,27491,911.4159313946624,2.0153949944705025,High,High,27491,0.48252155250809353
region4,Richmond region (4 primary localities),2024,Asian,Owner,12228,593.8004715390516,2.952019390143761,High,High,17305,0.7066165848020803
region4,Richmond region (4 primary localities),2024,Asian,Renter,5077,510.93052365267823,6.117708548567002,High,High,17305,0.7066165848020803
region4,Richmond region (4 primary localities),2024,Asian,Total,17305,579.87239975705,2.0370183073643,High,High,17305,0.7066165848020803
region4,Richmond region (4 primary localities),2024,Multiracial,Owner,13342,900.3316055765231,4.10218892177466,High,High,24300,0.5490534979423868
region4,Richmond region (4 primary localities),2024,Multiracial,Renter,10958,1000.9985014973798,5.5531093936305,High,High,24300,0.5490534979423868
region4,Richmond region (4 primary localities),2024,Multiracial,Total,24300,1269.9346439876344,3.1769413336025973,High,High,24300,0.5490534979423868
region4,Richmond region (4 primary localities),2024,Another race,Owner,6013,616.4454558190854,6.232145001120524,High,High,14430,0.4167013167013167
region4,Richmond region (4 primary localities),2024,Another race,Renter,8417,793.2943968036078,5.729426564371698,High,High,14430,0.4167013167013167
region4,Richmond region (4 primary localities),2024,Another race,Total,14430,858.4736454894816,3.616552165635513,High,High,14430,0.4167013167013167
