area,area_title,occ_code,occ_title,o_group,tot_emp,annual_wage_median,annual_wage_p10,annual_wage_p25,annual_wage_p75,annual_wage_p90
40060,"Richmond, VA",00-0000,All Occupations,total,660350,51460,30030,37290,80120,124670
40060,"Richmond, VA",11-0000,Management Occupations,major,39710,129880,64990,93560,178300,262080
40060,"Richmond, VA",11-1011,Chief Executives,detailed,820,326160,130130,188360,401930,558600
40060,"Richmond, VA",11-1021,General and Operations Managers,detailed,15770,108670,57070,77450,164420,229230
40060,"Richmond, VA",11-2011,Advertising and Promotions Managers,detailed,50,161040,102950,122960,164870,224900
40060,"Richmond, VA",11-2021,Marketing Managers,detailed,1090,174130,103000,132730,214930,272460
40060,"Richmond, VA",11-2022,Sales Managers,detailed,1320,168590,90440,121440,225670,296170
40060,"Richmond, VA",11-2032,Public Relations Managers,detailed,380,160540,96030,118540,206050,280160
40060,"Richmond, VA",11-2033,Fundraising Managers,detailed,110,140260,85960,104970,182560,265620
40060,"Richmond, VA",11-3012,Administrative Services Managers,detailed,570,115530,73900,93100,155060,180100
40060,"Richmond, VA",11-3013,Facilities Managers,detailed,440,110780,74320,88660,138330,168940
40060,"Richmond, VA",11-3021,Computer and Information Systems Managers,detailed,1900,180640,127310,153580,224320,301510
40060,"Richmond, VA",11-3031,Financial Managers,detailed,3480,173140,108940,136020,218650,302060
40060,"Richmond, VA",11-3051,Industrial Production Managers,detailed,470,136030,83590,102680,169630,211230
40060,"Richmond, VA",11-3061,Purchasing Managers,detailed,490,147410,99800,120500,173090,216450
40060,"Richmond, VA",11-3071,"Transportation, Storage, and Distribution Managers",detailed,630,111480,78000,93980,157330,209830
40060,"Richmond, VA",11-3111,Compensation and Benefits Managers,detailed,130,157370,100910,128410,214180,300580
40060,"Richmond, VA",11-3121,Human Resources Managers,detailed,960,152190,99800,116260,200640,253890
40060,"Richmond, VA",11-3131,Training and Development Managers,detailed,210,121490,91190,110100,159030,205210
40060,"Richmond, VA",11-9021,Construction Managers,detailed,1270,110350,79580,94560,149130,191940
40060,"Richmond, VA",11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,220,54960,39340,43670,61320,80590
40060,"Richmond, VA",11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1230,104380,75520,84920,127680,138830
40060,"Richmond, VA",11-9033,"Education Administrators, Postsecondary",detailed,540,126850,79770,100130,182540,348750
40060,"Richmond, VA",11-9039,"Education Administrators, All Other",detailed,230,107310,55210,61140,132080,151760
40060,"Richmond, VA",11-9041,Architectural and Engineering Managers,detailed,570,167170,123390,140830,200830,236770
40060,"Richmond, VA",11-9051,Food Service Managers,detailed,510,73570,58120,62120,85430,108500
40060,"Richmond, VA",11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed,50,89580,50640,57890,140880,181860
40060,"Richmond, VA",11-9081,Lodging Managers,detailed,190,74680,38460,45780,95770,132910
40060,"Richmond, VA",11-9111,Medical and Health Services Managers,detailed,1760,129660,80600,102020,161550,215320
40060,"Richmond, VA",11-9121,Natural Sciences Managers,detailed,290,126610,95510,103680,167030,193810
40060,"Richmond, VA",11-9131,Postmasters and Mail Superintendents,detailed,50,97380,88050,92770,102960,124780
40060,"Richmond, VA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,920,87440,47450,62780,127910,170140
40060,"Richmond, VA",11-9151,Social and Community Service Managers,detailed,810,104070,62630,79320,125580,140460
40060,"Richmond, VA",11-9161,Emergency Management Directors,detailed,110,92940,68380,80920,110500,153650
40060,"Richmond, VA",11-9171,Funeral Home Managers,detailed,40,80450,75190,78310,101600,103180
40060,"Richmond, VA",11-9199,"Managers, All Other",detailed,2060,144730,93640,116740,189700,244250
40060,"Richmond, VA",13-0000,Business and Financial Operations Occupations,major,61390,82660,50450,63870,109720,142710
40060,"Richmond, VA",13-1020,Buyers and Purchasing Agents,detailed,4000,82370,51860,64630,103940,128700
40060,"Richmond, VA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1790,78780,50320,62480,96770,105540
40060,"Richmond, VA",13-1041,Compliance Officers,detailed,2910,77060,47770,61760,97290,119560
40060,"Richmond, VA",13-1051,Cost Estimators,detailed,1080,77540,48520,60580,94280,114270
40060,"Richmond, VA",13-1071,Human Resources Specialists,detailed,4540,79340,47980,60530,101440,127420
40060,"Richmond, VA",13-1075,Labor Relations Specialists,detailed,250,99390,60210,78030,114780,125870
40060,"Richmond, VA",13-1081,Logisticians,detailed,1340,92500,62040,73820,112120,132080
40060,"Richmond, VA",13-1082,Project Management Specialists,detailed,6380,102170,62390,78060,132790,163150
40060,"Richmond, VA",13-1111,Management Analysts,detailed,6340,95660,58610,74760,124410,159600
40060,"Richmond, VA",13-1121,"Meeting, Convention, and Event Planners",detailed,690,52920,42080,44510,66100,85640
40060,"Richmond, VA",13-1131,Fundraisers,detailed,620,68920,45810,55040,88860,115230
40060,"Richmond, VA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,700,80990,57420,65460,101030,128790
40060,"Richmond, VA",13-1151,Training and Development Specialists,detailed,2530,75750,45860,57420,97140,123320
40060,"Richmond, VA",13-1161,Market Research Analysts and Marketing Specialists,detailed,4550,81660,45080,59080,128620,170120
40060,"Richmond, VA",13-1199,"Business Operations Specialists, All Other",detailed,5880,78420,45640,60360,101820,128420
40060,"Richmond, VA",13-2011,Accountants and Auditors,detailed,7920,84220,59290,68790,107000,134290
40060,"Richmond, VA",13-2020,Property Appraisers and Assessors,detailed,290,81270,51330,61130,92730,109930
40060,"Richmond, VA",13-2031,Budget Analysts,detailed,420,92550,64780,77550,113500,132370
40060,"Richmond, VA",13-2041,Credit Analysts,detailed,**,105430,63540,98920,131150,164750
40060,"Richmond, VA",13-2051,Financial and Investment Analysts,detailed,1630,104160,61660,78500,137490,178600
40060,"Richmond, VA",13-2052,Personal Financial Advisors,detailed,1350,110910,56100,80890,180610,377000
40060,"Richmond, VA",13-2053,Insurance Underwriters,detailed,950,81400,63310,65680,102270,129500
40060,"Richmond, VA",13-2054,Financial Risk Specialists,detailed,380,105060,61680,83320,154800,177300
40060,"Richmond, VA",13-2061,Financial Examiners,detailed,510,100540,60920,77010,130850,168060
40060,"Richmond, VA",13-2071,Credit Counselors,detailed,130,54150,38590,45810,61010,68890
40060,"Richmond, VA",13-2072,Loan Officers,detailed,1480,69610,40190,49900,93850,129060
40060,"Richmond, VA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,570,57620,42830,48560,70540,92560
40060,"Richmond, VA",13-2082,Tax Preparers,detailed,310,62160,37190,37760,77330,100470
40060,"Richmond, VA",13-2099,"Financial Specialists, All Other",detailed,870,81070,54880,63840,101510,128220
40060,"Richmond, VA",15-0000,Computer and Mathematical Occupations,major,24420,114170,59760,81700,145870,173080
40060,"Richmond, VA",15-1211,Computer Systems Analysts,detailed,2990,105190,72410,86490,133180,168410
40060,"Richmond, VA",15-1212,Information Security Analysts,detailed,1690,126230,76560,96830,160900,173680
40060,"Richmond, VA",15-1221,Computer and Information Research Scientists,detailed,160,162910,103860,136710,199880,216170
40060,"Richmond, VA",15-1231,Computer Network Support Specialists,detailed,610,65460,42750,48540,83990,111610
40060,"Richmond, VA",15-1232,Computer User Support Specialists,detailed,2350,60790,39470,48990,77790,96200
40060,"Richmond, VA",15-1241,Computer Network Architects,detailed,870,129210,77310,102380,162330,178370
40060,"Richmond, VA",15-1242,Database Administrators,detailed,600,99690,55690,70380,129370,158160
40060,"Richmond, VA",15-1243,Database Architects,detailed,440,133770,100670,120460,164920,172300
40060,"Richmond, VA",15-1244,Network and Computer Systems Administrators,detailed,1660,99750,63670,77800,128060,159170
40060,"Richmond, VA",15-1251,Computer Programmers,detailed,310,112690,61540,86860,135670,162880
40060,"Richmond, VA",15-1252,Software Developers,detailed,7680,132120,84290,107430,165690,208990
40060,"Richmond, VA",15-1253,Software Quality Assurance Analysts and Testers,detailed,720,106300,73200,90780,129200,159050
40060,"Richmond, VA",15-1254,Web Developers,detailed,**,117090,69730,88100,129020,153990
40060,"Richmond, VA",15-1255,Web and Digital Interface Designers,detailed,230,63660,43900,50090,88240,108270
40060,"Richmond, VA",15-1299,"Computer Occupations, All Other",detailed,1280,111070,57610,81990,138740,164760
40060,"Richmond, VA",15-2011,Actuaries,detailed,120,131900,93740,100390,164780,212740
40060,"Richmond, VA",15-2031,Operations Research Analysts,detailed,1020,109650,53810,63840,129460,159410
40060,"Richmond, VA",15-2041,Statisticians,detailed,160,81620,52940,58100,99540,138740
40060,"Richmond, VA",15-2051,Data Scientists,detailed,1050,122510,68510,91030,169990,208170
40060,"Richmond, VA",17-0000,Architecture and Engineering Occupations,major,8800,95070,58870,75810,125180,152420
40060,"Richmond, VA",17-1011,"Architects, Except Landscape and Naval",detailed,410,95860,60170,76480,119250,162380
40060,"Richmond, VA",17-1012,Landscape Architects,detailed,60,81380,57570,66520,111580,147740
40060,"Richmond, VA",17-1021,Cartographers and Photogrammetrists,detailed,90,78850,58560,64070,97620,112000
40060,"Richmond, VA",17-1022,Surveyors,detailed,160,74150,52000,58250,99220,124790
40060,"Richmond, VA",17-2011,Aerospace Engineers,detailed,110,120370,83190,93180,175600,250730
40060,"Richmond, VA",17-2031,Bioengineers and Biomedical Engineers,detailed,**,105680,73170,88550,130890,155650
40060,"Richmond, VA",17-2041,Chemical Engineers,detailed,60,117150,81630,82270,125390,169100
40060,"Richmond, VA",17-2051,Civil Engineers,detailed,1680,91300,73060,79170,115460,136860
40060,"Richmond, VA",17-2061,Computer Hardware Engineers,detailed,70,132270,77390,84030,169100,200590
40060,"Richmond, VA",17-2071,Electrical Engineers,detailed,1160,116760,80730,99070,134010,159310
40060,"Richmond, VA",17-2072,"Electronics Engineers, Except Computer",detailed,190,102750,72880,88230,133420,162410
40060,"Richmond, VA",17-2081,Environmental Engineers,detailed,130,100760,68100,79910,119980,159770
40060,"Richmond, VA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,50,105530,39340,82230,123710,176090
40060,"Richmond, VA",17-2112,Industrial Engineers,detailed,740,103180,76920,85610,135370,157420
40060,"Richmond, VA",17-2131,Materials Engineers,detailed,200,102440,61770,77600,132450,164900
40060,"Richmond, VA",17-2141,Mechanical Engineers,detailed,640,104130,73990,83270,123380,139800
40060,"Richmond, VA",17-2161,Nuclear Engineers,detailed,350,140460,101870,129450,169320,175040
40060,"Richmond, VA",17-2199,"Engineers, All Other",detailed,330,107990,70050,82480,134570,166430
40060,"Richmond, VA",17-3011,Architectural and Civil Drafters,detailed,380,62830,48480,54180,73610,90630
40060,"Richmond, VA",17-3012,Electrical and Electronics Drafters,detailed,40,62100,44240,54080,80470,91780
40060,"Richmond, VA",17-3013,Mechanical Drafters,detailed,100,69630,60190,64240,78980,95520
40060,"Richmond, VA",17-3019,"Drafters, All Other",detailed,30,66710,46300,59510,78500,85230
40060,"Richmond, VA",17-3022,Civil Engineering Technologists and Technicians,detailed,210,66940,40670,50310,77850,88730
40060,"Richmond, VA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,480,85510,58820,65000,110950,132450
40060,"Richmond, VA",17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,40,78660,47750,60300,94830,106690
40060,"Richmond, VA",17-3025,Environmental Engineering Technologists and Technicians,detailed,50,48200,46160,47170,72760,77420
40060,"Richmond, VA",17-3026,Industrial Engineering Technologists and Technicians,detailed,170,62650,36150,51460,74820,100320
40060,"Richmond, VA",17-3027,Mechanical Engineering Technologists and Technicians,detailed,**,70550,43540,62940,77840,100070
40060,"Richmond, VA",17-3028,Calibration Technologists and Technicians,detailed,40,79040,59620,63620,101950,108760
40060,"Richmond, VA",17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,100,78030,52670,63060,92660,101820
40060,"Richmond, VA",17-3031,Surveying and Mapping Technicians,detailed,450,59480,38810,47820,77250,81800
40060,"Richmond, VA",19-0000,"Life, Physical, and Social Science Occupations",major,6870,79520,46900,61940,103640,142890
40060,"Richmond, VA",19-1013,Soil and Plant Scientists,detailed,40,73920,61550,68080,77230,115880
40060,"Richmond, VA",19-1022,Microbiologists,detailed,50,90930,57060,72510,129600,129600
40060,"Richmond, VA",19-1023,Zoologists and Wildlife Biologists,detailed,40,79220,47880,65690,92480,100930
40060,"Richmond, VA",19-1029,"Biological Scientists, All Other",detailed,140,77100,57330,73880,96030,117250
40060,"Richmond, VA",19-1031,Conservation Scientists,detailed,60,66180,43710,58090,95660,107990
40060,"Richmond, VA",19-1032,Foresters,detailed,70,66430,44110,55590,80580,101210
40060,"Richmond, VA",19-1041,Epidemiologists,detailed,100,82460,61760,71840,93690,101280
40060,"Richmond, VA",19-1099,"Life Scientists, All Other",detailed,210,70050,59870,61760,86030,115010
40060,"Richmond, VA",19-2012,Physicists,detailed,40,218290,116850,164480,246960,266770
40060,"Richmond, VA",19-2021,Atmospheric and Space Scientists,detailed,40,112510,71190,75810,163590,163980
40060,"Richmond, VA",19-2031,Chemists,detailed,320,87580,52840,63170,122120,162520
40060,"Richmond, VA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,780,80350,60020,68380,93760,110450
40060,"Richmond, VA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,50,80490,60020,65250,95980,118560
40060,"Richmond, VA",19-3011,Economists,detailed,120,112330,77220,94860,153500,267110
40060,"Richmond, VA",19-3022,Survey Researchers,detailed,50,72610,42050,44610,157350,157350
40060,"Richmond, VA",19-3033,Clinical and Counseling Psychologists,detailed,290,72880,38260,56280,105250,160700
40060,"Richmond, VA",19-3034,School Psychologists,detailed,150,82440,66510,78190,95170,101690
40060,"Richmond, VA",19-3039,"Psychologists, All Other",detailed,90,152050,45410,116230,170480,179690
40060,"Richmond, VA",19-3051,Urban and Regional Planners,detailed,260,77340,61000,66240,90050,105100
40060,"Richmond, VA",19-3091,Anthropologists and Archeologists,detailed,**,80230,63460,80230,107620,107620
40060,"Richmond, VA",19-3099,"Social Scientists and Related Workers, All Other",detailed,140,85030,57100,72420,101820,111070
40060,"Richmond, VA",19-4021,Biological Technicians,detailed,500,65210,42700,51820,65210,80100
40060,"Richmond, VA",19-4031,Chemical Technicians,detailed,360,50790,33350,42650,65970,79340
40060,"Richmond, VA",19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,260,45800,37420,41090,56940,74470
